TARA	COMUNA	ORAS	JUDET	CONCATENATE	UID
ROMANIA	Hustiu	Priponesti	Galati	Hustiu din Priponesti (Galati)	5251
ROMANIA	Ijdileni	Frumusita	Galati	Ijdileni din Frumusita (Galati)	5364
ROMANIA	Independenta	Independenta	Galati	Independenta (Galati)	5404
ROMANIA	Ionasesti	Nicoresti	Galati	Ionasesti din Nicoresti (Galati)	5425
ROMANIA	Ireasca	Gohor	Galati	Ireasca din Gohor (Galati)	5448
ROMANIA	Ivesti	Ivesti	Galati	Ivesti (Galati)	5489
ROMANIA	Izvoarele	Slobozia Conachi	Galati	Izvoarele din Slobozia Conachi (Galati)	5519
ROMANIA	Jorasti	Jorasti	Galati	Jorasti (Galati)	5620
ROMANIA	Liesti	Liesti	Galati	Liesti (Galati)	5818
ROMANIA	Liesti	Priponesti	Galati	Liesti din Priponesti (Galati)	5819
ROMANIA	Lozova	Branistea	Galati	Lozova din Branistea (Galati)	5917
ROMANIA	Lunca	Jorasti	Galati	Lunca din Jorasti (Galati)	5981
ROMANIA	Lungesti	Balabanesti	Galati	Lungesti din Balabanesti (Galati)	6045
ROMANIA	Lupele	Pechea	Galati	Lupele din Pechea (Galati)	6054
ROMANIA	Maciseni	Corni	Galati	Maciseni din Corni (Galati)	6096
ROMANIA	Malu Alb	Draganesti	Galati	Malu Alb din Draganesti (Galati)	6216
ROMANIA	Malureni	Nicoresti	Galati	Malureni din Nicoresti (Galati)	6231
ROMANIA	Mandresti	Valea Marului	Galati	Mandresti din Valea Marului (Galati)	6274
ROMANIA	Mastacani	Mastacani	Galati	Mastacani (Galati)	6407
ROMANIA	Matca	Matca	Galati	Matca (Galati)	6414
ROMANIA	Mihail Kogalniceanu	Smardan	Galati	Mihail Kogalniceanu din Smardan (Galati)	6560
ROMANIA	Movileni	Movileni	Galati	Movileni (Galati)	6820
ROMANIA	Movileni	Sendreni	Galati	Movileni din Sendreni (Galati)	6822
ROMANIA	Munteni	Munteni	Galati	Munteni (Galati)	6862
ROMANIA	Namoloasa	Namoloasa	Galati	Namoloasa (Galati)	6920
ROMANIA	Namoloasa Sat	Namoloasa	Galati	Namoloasa Sat din Namoloasa (Galati)	6921
ROMANIA	Nartesti	Gohor	Galati	Nartesti din Gohor (Galati)	6933
ROMANIA	Negrea	Schela	Galati	Negrea din Schela (Galati)	6976
ROMANIA	Negrilesti	Munteni	Galati	Negrilesti din Munteni (Galati)	6998
ROMANIA	Nicoresti	Nicoresti	Galati	Nicoresti (Galati)	7053
ROMANIA	Oancea	Oancea	Galati	Oancea (Galati)	7117
ROMANIA	Odaia Manolache	Vanatori	Galati	Odaia Manolache din Vanatori (Galati)	7180
ROMANIA	Pechea	Pechea	Galati	Pechea (Galati)	7611
ROMANIA	Piscu Corbului	Nicoresti	Galati	Piscu Corbului din Nicoresti (Galati)	7818
ROMANIA	Plevna	Rediu	Galati	Plevna din Rediu (Galati)	7900
ROMANIA	Podoleni	Barcea	Galati	Podoleni din Barcea (Galati)	7978
ROMANIA	Poiana	Nicoresti	Galati	Poiana din Nicoresti (Galati)	8065
ROMANIA	Posta	Gohor	Galati	Posta din Gohor (Galati)	8269
ROMANIA	Priponesti	Priponesti	Galati	Priponesti (Galati)	8362
ROMANIA	Prodanesti	Beresti-meria	Galati	Prodanesti din Beresti-meria (Galati)	8389
ROMANIA	Pupezeni	Balasesti	Galati	Pupezeni din Balasesti (Galati)	8437
ROMANIA	Puricani	Beresti-meria	Galati	Puricani din Beresti-meria (Galati)	8446
ROMANIA	Radesti	Balabanesti	Galati	Radesti din Balabanesti (Galati)	8535
ROMANIA	Rediu	Rediu	Galati	Rediu (Galati)	8706
ROMANIA	Rogojeni	Suceveni	Galati	Rogojeni din Suceveni (Galati)	8781
ROMANIA	Salcia	Umbraresti	Galati	Salcia din Umbraresti (Galati)	9056
ROMANIA	Sarbi	Nicoresti	Galati	Sarbi din Nicoresti (Galati)	9250
ROMANIA	Saseni	Beresti - Meria	Galati	Saseni din Beresti - Meria (Galati)	9306
ROMANIA	Scanteiesti	Scanteiesti	Galati	Scanteiesti (Galati)	9405
ROMANIA	Schela	Schela	Galati	Schela (Galati)	9425
ROMANIA	Sendreni	Sendreni	Galati	Sendreni (Galati)	9550
ROMANIA	Serbestii Vechi	Sendreni	Galati	Serbestii Vechi din Sendreni (Galati)	9573
ROMANIA	Silistea	Umbraresti	Galati	Silistea din Umbraresti (Galati)	9657
ROMANIA	Sipote	Beresti - Meria	Galati	Sipote din Beresti - Meria (Galati)	9718
ROMANIA	Sivita	Tulucesti	Galati	Sivita din Tulucesti (Galati)	9750
ROMANIA	Slobozia Blaneasa	Munteni	Galati	Slobozia Blaneasa din Munteni (Galati)	9781
ROMANIA	Slobozia Conachi	Slobozia Conachi	Galati	Slobozia Conachi (Galati)	9785
ROMANIA	Slobozia Corni	Ghidigeni	Galati	Slobozia Corni din Ghidigeni (Galati)	9786
ROMANIA	Smardan	Smardan	Galati	Smardan (Galati)	9816
ROMANIA	Smulti	Smulti	Galati	Smulti (Galati)	9827
ROMANIA	Stietesti	Draguseni	Galati	Stietesti din Draguseni (Galati)	10073
ROMANIA	Stoicani	Foltesti	Galati	Stoicani din Foltesti (Galati)	10096
ROMANIA	Suhurlui	Rediu	Galati	Suhurlui din Rediu (Galati)	10206
ROMANIA	Talpigi	Ghidigeni	Galati	Talpigi din Ghidigeni (Galati)	10302
ROMANIA	Tamaoani	Frumusita	Galati	Tamaoani din Frumusita (Galati)	10307
ROMANIA	Taplau	Ghidigeni	Galati	Taplau din Ghidigeni (Galati)	10341
ROMANIA	Targu Bujor	Targu Bujor	Galati	Targu Bujor (Galati)	10359
ROMANIA	Tatarca	Tulucesti	Galati	Tatarca din Tulucesti (Galati)	10424
ROMANIA	Tecucelu Sec	Buciumeni	Galati	Tecucelu Sec din Buciumeni (Galati)	10466
ROMANIA	Tecuci	Tecuci	Galati	Tecuci (Galati)	10468
ROMANIA	tepu	Tepu	Galati	tepu (Galati)	10521
ROMANIA	tepu de Sus	Tepu	Galati	tepu de Sus din Tepu (Galati)	10522
ROMANIA	tiganesti	Munteni	Galati	tiganesti din Munteni (Galati)	10566
ROMANIA	Toflea	Brahasesti	Galati	Toflea din Brahasesti (Galati)	10648
ROMANIA	Traian	Branistea	Galati	Traian din Branistea (Galati)	10726
ROMANIA	Tudor Vladimirescu	Tudor Vladimirescu	Galati	Tudor Vladimirescu (Galati)	10792
ROMANIA	Tulucesti	Tulucesti	Galati	Tulucesti (Galati)	10814
ROMANIA	Umbraresti	Targu Bujor	Galati	Umbraresti din Targu Bujor (Galati)	10924
ROMANIA	Umbraresti	Umbraresti	Galati	Umbraresti (Galati)	10925
ROMANIA	Umbraresti-Deal	Umbraresti	Galati	Umbraresti-Deal din Umbraresti (Galati)	10926
ROMANIA	Ungureni	Munteni	Galati	Ungureni din Munteni (Galati)	10949
ROMANIA	Urlesti	Corni	Galati	Urlesti din Corni (Galati)	10992
ROMANIA	Vadeni	Cavadinesti	Galati	Vadeni din Cavadinesti (Galati)	11051
ROMANIA	Valea Marului	Valea Marului	Galati	Valea Marului (Galati)	11316
ROMANIA	Vames	Piscu	Galati	Vames din Piscu (Galati)	11524
ROMANIA	Vanatori	Vanatori	Galati	Vanatori (Galati)	11535
ROMANIA	Varlezi	Varlezi	Galati	Varlezi (Galati)	11576
ROMANIA	Vasile Alecsandri	Branistea	Galati	Vasile Alecsandri din Branistea (Galati)	11614
ROMANIA	Viile	Fartanesti	Galati	Viile din Fartanesti (Galati)	11702
ROMANIA	Vizuresti	Buciumeni	Galati	Vizuresti din Buciumeni (Galati)	11781
ROMANIA	Vladesti	Vladesti	Galati	Vladesti (Galati)	11797
ROMANIA	Zarnesti	Jorasti	Galati	Zarnesti din Jorasti (Galati)	11958
ROMANIA	Zimbru	Balabanesti	Galati	Zimbru din Balabanesti (Galati)	12000
ROMANIA	Adunatii-Copaceni	Adunatii - Copaceni	Giurgiu	Adunatii-Copaceni din Adunatii - Copaceni (Giurgiu)	35
ROMANIA	Anghelesti	Bucsani	Giurgiu	Anghelesti din Bucsani (Giurgiu)	181
ROMANIA	Bacu	Joita	Giurgiu	Bacu din Joita (Giurgiu)	377
ROMANIA	Balanu	Stanesti	Giurgiu	Balanu din Stanesti (Giurgiu)	484
ROMANIA	Banesti	Iepuresti	Giurgiu	Banesti din Iepuresti (Giurgiu)	593
ROMANIA	Bila	Schitu	Giurgiu	Bila din Schitu (Giurgiu)	947
ROMANIA	Bolintin-Deal	Bolintin - Deal	Giurgiu	Bolintin-Deal din Bolintin - Deal (Giurgiu)	1166
ROMANIA	Bolintin-Vale	Bolintin - Vale	Giurgiu	Bolintin-Vale din Bolintin - Vale (Giurgiu)	1167
ROMANIA	Branistari	Calugareni	Giurgiu	Branistari din Calugareni (Giurgiu)	1364
ROMANIA	Branistea	Oinacu	Giurgiu	Branistea din Oinacu (Giurgiu)	1371
ROMANIA	Bucsani	Bucsani	Giurgiu	Bucsani (Giurgiu)	1519
ROMANIA	Budeni	Comana	Giurgiu	Budeni din Comana (Giurgiu)	1552
ROMANIA	Bulbucata	Bulbucata	Giurgiu	Bulbucata (Giurgiu)	1612
ROMANIA	Buturugeni	Buturugeni	Giurgiu	Buturugeni (Giurgiu)	1714
ROMANIA	Calugareni	Calugareni	Giurgiu	Calugareni (Giurgiu)	1835
ROMANIA	Camineasca	Schitu	Giurgiu	Camineasca din Schitu (Giurgiu)	1859
ROMANIA	Campurelu	Colibasi	Giurgiu	Campurelu din Colibasi (Giurgiu)	1885
ROMANIA	Carapancea	Rasuceni	Giurgiu	Carapancea din Rasuceni (Giurgiu)	1956
ROMANIA	Carpenisu	Gaiseni	Giurgiu	Carpenisu din Gaiseni (Giurgiu)	2011
ROMANIA	Cascioarele	Gaiseni	Giurgiu	Cascioarele din Gaiseni (Giurgiu)	2039
ROMANIA	Cascioarele	Ulmi	Giurgiu	Cascioarele din Ulmi (Giurgiu)	2040
ROMANIA	Cetatea	Fratesti	Giurgiu	Cetatea din Fratesti (Giurgiu)	2218
ROMANIA	Chirculesti	Iepuresti	Giurgiu	Chirculesti din Iepuresti (Giurgiu)	2328
ROMANIA	Chiriacu	Izvoarele	Giurgiu	Chiriacu din Izvoarele (Giurgiu)	2329
ROMANIA	Colibasi	Colibasi	Giurgiu	Colibasi (Giurgiu)	2693
ROMANIA	Comana	Comana	Giurgiu	Comana (Giurgiu)	2728
ROMANIA	Comasca	Oinacu	Giurgiu	Comasca din Oinacu (Giurgiu)	2742
ROMANIA	Copaciu	Ghimpati	Giurgiu	Copaciu din Ghimpati (Giurgiu)	2788
ROMANIA	Corbeanca	Vanatorii Mici	Giurgiu	Corbeanca din Vanatorii Mici (Giurgiu)	2800
ROMANIA	Cosoba	Joita	Giurgiu	Cosoba din Joita (Giurgiu)	2948
ROMANIA	Coteni	Bulbucata	Giurgiu	Coteni din Bulbucata (Giurgiu)	3001
ROMANIA	Cranguri	Singureni	Giurgiu	Cranguri din Singureni (Giurgiu)	3095
ROMANIA	Crevedia Mare	Crevedia Mare	Giurgiu	Crevedia Mare (Giurgiu)	3123
ROMANIA	Crevedia Mica	Crevedia Mare	Giurgiu	Crevedia Mica din Crevedia Mare (Giurgiu)	3124
ROMANIA	Crivina	Bolintin - Vale	Giurgiu	Crivina din Bolintin - Vale (Giurgiu)	3177
ROMANIA	Crucea de Piatra	Calugareni	Giurgiu	Crucea de Piatra din Calugareni (Giurgiu)	3190
ROMANIA	Cucuruzu	Rasuceni	Giurgiu	Cucuruzu din Rasuceni (Giurgiu)	3229
ROMANIA	Cupele	Vanatorii Mici	Giurgiu	Cupele din Vanatorii Mici (Giurgiu)	3261
ROMANIA	Daia	Daia	Giurgiu	Daia (Giurgiu)	3338
ROMANIA	Darasti-Vlasca	Adunatii - Copaceni	Giurgiu	Darasti-Vlasca din Adunatii - Copaceni (Giurgiu)	3399
ROMANIA	Dealu	Crevedia Mare	Giurgiu	Dealu din Crevedia Mare (Giurgiu)	3444
ROMANIA	Dimitrie Cantemir	Izvoarele	Giurgiu	Dimitrie Cantemir din Izvoarele (Giurgiu)	3581
ROMANIA	Dobreni	Varasti	Giurgiu	Dobreni din Varasti (Giurgiu)	3620
ROMANIA	Draganeasca	Ulmi	Giurgiu	Draganeasca din Ulmi (Giurgiu)	3737
ROMANIA	Draganescu	Mihailesti	Giurgiu	Draganescu din Mihailesti (Giurgiu)	3738
ROMANIA	Draghiceanu	Gogosari	Giurgiu	Draghiceanu din Gogosari (Giurgiu)	3757
ROMANIA	Facau	Bulbucata	Giurgiu	Facau din Bulbucata (Giurgiu)	3977
ROMANIA	Falastoaca	Comana	Giurgiu	Falastoaca din Comana (Giurgiu)	4001
ROMANIA	Floresti	Floresti - Stoenesti	Giurgiu	Floresti din Floresti - Stoenesti (Giurgiu)	4198
ROMANIA	Frasinu	Baneasa	Giurgiu	Frasinu din Baneasa (Giurgiu)	4265
ROMANIA	Fratesti	Fratesti	Giurgiu	Fratesti (Giurgiu)	4273
ROMANIA	Gaiseanca	Crevedia Mare	Giurgiu	Gaiseanca din Crevedia Mare (Giurgiu)	4358
ROMANIA	Gaiseni	Gaiseni	Giurgiu	Gaiseni (Giurgiu)	4359
ROMANIA	Gaujani	Gaujani	Giurgiu	Gaujani (Giurgiu)	4482
ROMANIA	Ghimpati	Ghimpati	Giurgiu	Ghimpati (Giurgiu)	4584
ROMANIA	Ghionea	Ulmi	Giurgiu	Ghionea din Ulmi (Giurgiu)	4601
ROMANIA	Ghizdaru	Stanesti	Giurgiu	Ghizdaru din Stanesti (Giurgiu)	4616
ROMANIA	Giurgiu	Giurgiu	Giurgiu	Giurgiu (Giurgiu)	4659
ROMANIA	Gogosari	Gogosari	Giurgiu	Gogosari (Giurgiu)	4718
ROMANIA	Goleasca	Bucsani	Giurgiu	Goleasca din Bucsani (Giurgiu)	4730
ROMANIA	Gorneni	Iepuresti	Giurgiu	Gorneni din Iepuresti (Giurgiu)	4756
ROMANIA	Gostinari	Gostinari	Giurgiu	Gostinari (Giurgiu)	4774
ROMANIA	Gostinu	Gostinu	Giurgiu	Gostinu (Giurgiu)	4775
ROMANIA	Gradistea	Comana	Giurgiu	Gradistea din Comana (Giurgiu)	4793
ROMANIA	Greaca	Greaca	Giurgiu	Greaca (Giurgiu)	4811
ROMANIA	Herasti	Hotarele	Giurgiu	Herasti din Hotarele (Giurgiu)	5079
ROMANIA	Hobaia	Ogrezeni	Giurgiu	Hobaia din Ogrezeni (Giurgiu)	5115
ROMANIA	Hodivoaia	Putineiu	Giurgiu	Hodivoaia din Putineiu (Giurgiu)	5132
ROMANIA	Hotarele	Hotarele	Giurgiu	Hotarele (Giurgiu)	5208
ROMANIA	Hulubesti	Calugareni	Giurgiu	Hulubesti din Calugareni (Giurgiu)	5226
ROMANIA	Ianculesti	Stoenesti	Giurgiu	Ianculesti din Stoenesti (Giurgiu)	5280
ROMANIA	Icoana	Ulmi	Giurgiu	Icoana din Ulmi (Giurgiu)	5319
ROMANIA	Iepuresti	Iepuresti	Giurgiu	Iepuresti (Giurgiu)	5338
ROMANIA	Isvoarele	Hotarele	Giurgiu	Isvoarele din Hotarele (Giurgiu)	5468
ROMANIA	Izvoarele	Izvoarele	Giurgiu	Izvoarele (Giurgiu)	5511
ROMANIA	Izvoru	Gogosari	Giurgiu	Izvoru din Gogosari (Giurgiu)	5537
ROMANIA	Izvoru	Vanatorii Mici	Giurgiu	Izvoru din Vanatorii Mici (Giurgiu)	5543
ROMANIA	Joita	Joita	Giurgiu	Joita (Giurgiu)	5615
ROMANIA	Letca Noua	Letca Noua	Giurgiu	Letca Noua (Giurgiu)	5801
ROMANIA	Malu	Malu	Giurgiu	Malu (Giurgiu)	6219
ROMANIA	Malu Spart	Bolintin - Vale	Giurgiu	Malu Spart din Bolintin - Vale (Giurgiu)	6227
ROMANIA	Mihai Bravu	Mihai Bravu	Giurgiu	Mihai Bravu (Giurgiu)	6539
ROMANIA	Mihai Voda	Bolintin-deal	Giurgiu	Mihai Voda din Bolintin-deal (Giurgiu)	6548
ROMANIA	Mihailesti	Mihailesti	Giurgiu	Mihailesti (Giurgiu)	6569
ROMANIA	Milcovatu	Letca Noua	Giurgiu	Milcovatu din Letca Noua (Giurgiu)	6586
ROMANIA	Milosesti	Hotarele	Giurgiu	Milosesti din Hotarele (Giurgiu)	6600
ROMANIA	Mirau	Stoenesti	Giurgiu	Mirau din Stoenesti (Giurgiu)	6622
ROMANIA	Mironesti	Gostinari	Giurgiu	Mironesti din Gostinari (Giurgiu)	6644
ROMANIA	Mogosesti	Adunatii - Copaceni	Giurgiu	Mogosesti din Adunatii - Copaceni (Giurgiu)	6712
ROMANIA	Mosteni	Ulmi	Giurgiu	Mosteni din Ulmi (Giurgiu)	6786
ROMANIA	Naipu	Ghimpati	Giurgiu	Naipu din Ghimpati (Giurgiu)	6914
ROMANIA	Neajlov	Clejani	Giurgiu	Neajlov din Clejani (Giurgiu)	6946
ROMANIA	Novaci	Mihailesti	Giurgiu	Novaci din Mihailesti (Giurgiu)	7099
ROMANIA	Obedeni	Bucsani	Giurgiu	Obedeni din Bucsani (Giurgiu)	7138
ROMANIA	Ogrezeni	Ogrezeni	Giurgiu	Ogrezeni (Giurgiu)	7207
ROMANIA	Oncesti	Stanesti	Giurgiu	Oncesti din Stanesti (Giurgiu)	7267
ROMANIA	Padureni	Buturugeni	Giurgiu	Padureni din Buturugeni (Giurgiu)	7402
ROMANIA	Palanca	Floresti - Stoenesti	Giurgiu	Palanca din Floresti - Stoenesti (Giurgiu)	7446
ROMANIA	Petru Rares	Izvoarele	Giurgiu	Petru Rares din Izvoarele (Giurgiu)	7732
ROMANIA	Pietrele	Baneasa	Giurgiu	Pietrele din Baneasa (Giurgiu)	7765
ROMANIA	Pietrisu	Gaujani	Giurgiu	Pietrisu din Gaujani (Giurgiu)	7774
ROMANIA	Plopsoru	Daia	Giurgiu	Plopsoru din Daia (Giurgiu)	7923
ROMANIA	Podisor	Bucsani	Giurgiu	Podisor din Bucsani (Giurgiu)	7976
ROMANIA	Podu Doamnei	Clejani	Giurgiu	Podu Doamnei din Clejani (Giurgiu)	7988
ROMANIA	Podu Ilfovatului	Buturugeni	Giurgiu	Podu Ilfovatului din Buturugeni (Giurgiu)	7991
ROMANIA	Podu Popa Nae	Gaiseni	Giurgiu	Podu Popa Nae din Gaiseni (Giurgiu)	8003
ROMANIA	Poenari	Ulmi	Giurgiu	Poenari din Ulmi (Giurgiu)	8020
ROMANIA	Poiana lui Stanga	Vanatorii Mici	Giurgiu	Poiana lui Stanga din Vanatorii Mici (Giurgiu)	8086
ROMANIA	Popesti	Mihailesti	Giurgiu	Popesti din Mihailesti (Giurgiu)	8216
ROMANIA	Priboiu	Crevedia Mare	Giurgiu	Priboiu din Crevedia Mare (Giurgiu)	8347
ROMANIA	Prundu	Prundu	Giurgiu	Prundu (Giurgiu)	8409
ROMANIA	Puieni	Prundu	Giurgiu	Puieni din Prundu (Giurgiu)	8427
ROMANIA	Putineiu	Putineiu	Giurgiu	Putineiu (Giurgiu)	8458
ROMANIA	Putu Greci	Greaca	Giurgiu	Putu Greci din Greaca (Giurgiu)	8464
ROMANIA	Radu Voda	Izvoarele	Giurgiu	Radu Voda din Izvoarele (Giurgiu)	8552
ROMANIA	Ralesti	Gogosari	Giurgiu	Ralesti din Gogosari (Giurgiu)	8574
ROMANIA	Rasuceni	Rasuceni	Giurgiu	Rasuceni (Giurgiu)	8638
ROMANIA	Remus	Fratesti	Giurgiu	Remus din Fratesti (Giurgiu)	8730
ROMANIA	Roata de Jos	Roata De Jos	Giurgiu	Roata de Jos (Giurgiu)	8760
ROMANIA	Sadina	Roata De Jos	Giurgiu	Sadina din Roata De Jos (Giurgiu)	9010
ROMANIA	Satu Nou	Rasuceni	Giurgiu	Satu Nou din Rasuceni (Giurgiu)	9359
ROMANIA	Schitu	Schitu	Giurgiu	Schitu (Giurgiu)	9437
ROMANIA	Sfantu Gheorghe	Baneasa	Giurgiu	Sfantu Gheorghe din Baneasa (Giurgiu)	9593
ROMANIA	Sfantu Gheorghe	Crevedia Mare	Giurgiu	Sfantu Gheorghe din Crevedia Mare (Giurgiu)	9594
ROMANIA	Singureni	Singureni	Giurgiu	Singureni (Giurgiu)	9705
ROMANIA	Slobozia	Slobozia	Giurgiu	Slobozia (Giurgiu)	9801
ROMANIA	Stalpu	Iepuresti	Giurgiu	Stalpu din Iepuresti (Giurgiu)	9958
ROMANIA	Stanesti	Stanesti	Giurgiu	Stanesti (Giurgiu)	9991
ROMANIA	Stejaru	Singureni	Giurgiu	Stejaru din Singureni (Giurgiu)	10061
ROMANIA	Sterea	Clejani	Giurgiu	Sterea din Clejani (Giurgiu)	10069
ROMANIA	Stoenesti	Floresti - Stoenesti	Giurgiu	Stoenesti din Floresti - Stoenesti (Giurgiu)	10089
ROMANIA	Stoenesti	Stoenesti	Giurgiu	Stoenesti (Giurgiu)	10092
ROMANIA	Suseni	Bolintin - Vale	Giurgiu	Suseni din Bolintin - Vale (Giurgiu)	10252
ROMANIA	Tantava	Gradinari	Giurgiu	Tantava din Gradinari (Giurgiu)	10339
ROMANIA	Teisori	Bulbucata	Giurgiu	Teisori din Bulbucata (Giurgiu)	10476
ROMANIA	Teiusu	Hotarele	Giurgiu	Teiusu din Hotarele (Giurgiu)	10489
ROMANIA	Tomulesti	Toporu	Giurgiu	Tomulesti din Toporu (Giurgiu)	10675
ROMANIA	Toporu	Toporu	Giurgiu	Toporu (Giurgiu)	10709
ROMANIA	Trestieni	Ulmi	Giurgiu	Trestieni din Ulmi (Giurgiu)	10755
ROMANIA	Uiesti	Bucsani	Giurgiu	Uiesti din Bucsani (Giurgiu)	10887
ROMANIA	Ulmi	Ulmi	Giurgiu	Ulmi (Giurgiu)	10921
ROMANIA	Vadu Lat	Bucsani	Giurgiu	Vadu Lat din Bucsani (Giurgiu)	11060
ROMANIA	Valcele	Vanatorii Mici	Giurgiu	Valcele din Vanatorii Mici (Giurgiu)	11108
ROMANIA	Valea Bujorului	Izvoarele	Giurgiu	Valea Bujorului din Izvoarele (Giurgiu)	11158
ROMANIA	Valea Dragului	Valea Dragului	Giurgiu	Valea Dragului (Giurgiu)	11209
ROMANIA	Valea Plopilor	Ghimpati	Giurgiu	Valea Plopilor din Ghimpati (Giurgiu)	11355
ROMANIA	Valter Maracineanu	Iepuresti	Giurgiu	Valter Maracineanu din Iepuresti (Giurgiu)	11514
ROMANIA	Vanatorii Mari	Vanatorii Mici	Giurgiu	Vanatorii Mari din Vanatorii Mici (Giurgiu)	11541
ROMANIA	Vanatorii Mici	Vanatorii Mici	Giurgiu	Vanatorii Mici (Giurgiu)	11542
ROMANIA	Varasti	Varasti	Giurgiu	Varasti (Giurgiu)	11551
ROMANIA	Varlaam	Adunatii - Copaceni	Giurgiu	Varlaam din Adunatii - Copaceni (Giurgiu)	11574
ROMANIA	Vedea	Vedea	Giurgiu	Vedea (Giurgiu)	11633
ROMANIA	Vieru	Putineiu	Giurgiu	Vieru din Putineiu (Giurgiu)	11695
ROMANIA	Vlad tepes	Comana	Giurgiu	Vlad tepes din Comana (Giurgiu)	11783
ROMANIA	Vlasin	Schitu	Giurgiu	Vlasin din Schitu (Giurgiu)	11829
ROMANIA	Zadariciu	Vanatorii Mici	Giurgiu	Zadariciu din Vanatorii Mici (Giurgiu)	11916
ROMANIA	Zboiu	Greaca	Giurgiu	Zboiu din Greaca (Giurgiu)	11979
ROMANIA	Zorile	Gradinari	Giurgiu	Zorile din Gradinari (Giurgiu)	12028
ROMANIA	Albeni	Albeni	Gorj	Albeni (Gorj)	71
ROMANIA	Alexeni	Stanesti	Gorj	Alexeni din Stanesti (Gorj)	113
ROMANIA	Alimpesti	Alimpesti	Gorj	Alimpesti (Gorj)	120
ROMANIA	Andreesti	Vladimir	Gorj	Andreesti din Vladimir (Gorj)	173
ROMANIA	Aninisu din Deal	Crasna	Gorj	Aninisu din Deal din Crasna (Gorj)	189
ROMANIA	Aninisu din Vale	Crasna	Gorj	Aninisu din Vale din Crasna (Gorj)	190
ROMANIA	Aninoasa	Aninoasa	Gorj	Aninoasa (Gorj)	191
ROMANIA	Apa Neagra	Pades	Gorj	Apa Neagra din Pades (Gorj)	204
ROMANIA	Arcani	Arcani	Gorj	Arcani (Gorj)	231
ROMANIA	Arjoci	Godinesti	Gorj	Arjoci din Godinesti (Gorj)	266
ROMANIA	Arpadia	Tantareni	Gorj	Arpadia din Tantareni (Gorj)	275
ROMANIA	Arseni	Musetesti	Gorj	Arseni din Musetesti (Gorj)	280
ROMANIA	Arsuri	Schela	Gorj	Arsuri din Schela (Gorj)	287
ROMANIA	Artanu	Negomir	Gorj	Artanu din Negomir (Gorj)	288
ROMANIA	Bacesti	Stejari	Gorj	Bacesti din Stejari (Gorj)	367
ROMANIA	Badesti	Branesti	Gorj	Badesti din Branesti (Gorj)	388
ROMANIA	Baia de Fier	Baia De Fier	Gorj	Baia de Fier (Gorj)	419
ROMANIA	Balacesti	Bolbosi	Gorj	Balacesti din Bolbosi (Gorj)	467
ROMANIA	Balanesti	Balanesti	Gorj	Balanesti (Gorj)	477
ROMANIA	Balani	Stanesti	Gorj	Balani din Stanesti (Gorj)	483
ROMANIA	Balcesti	Bengesti - Ciocadia	Gorj	Balcesti din Bengesti - Ciocadia (Gorj)	496
ROMANIA	Balesti	Balesti	Gorj	Balesti (Gorj)	508
ROMANIA	Balosani	Stejari	Gorj	Balosani din Stejari (Gorj)	523
ROMANIA	Balta	Runcu	Gorj	Balta din Runcu (Gorj)	540
ROMANIA	Balteni	Balteni	Gorj	Balteni (Gorj)	558
ROMANIA	Baltisoara	Runcu	Gorj	Baltisoara din Runcu (Gorj)	568
ROMANIA	Baniu	Borascu	Gorj	Baniu din Borascu (Gorj)	601
ROMANIA	Barbatesti	Barbatesti	Gorj	Barbatesti (Gorj)	633
ROMANIA	Barcaciu	Musetesti	Gorj	Barcaciu din Musetesti (Gorj)	652
ROMANIA	Barza	Danesti	Gorj	Barza din Danesti (Gorj)	715
ROMANIA	Barzeiu	Berlesti	Gorj	Barzeiu din Berlesti (Gorj)	722
ROMANIA	Bazavani	Samarinesti	Gorj	Bazavani din Samarinesti (Gorj)	770
ROMANIA	Becheni	Rosia De Amaradia	Gorj	Becheni din Rosia De Amaradia (Gorj)	780
ROMANIA	Bengesti	Bengesti - Ciocadia	Gorj	Bengesti din Bengesti - Ciocadia (Gorj)	842
ROMANIA	Bercesti	Novaci	Gorj	Bercesti din Novaci (Gorj)	856
ROMANIA	Berlesti	Berlesti	Gorj	Berlesti (Gorj)	892
ROMANIA	Bibesti	Saulesti	Gorj	Bibesti din Saulesti (Gorj)	918
ROMANIA	Bibulesti	Danciulesti	Gorj	Bibulesti din Danciulesti (Gorj)	921
ROMANIA	Bircii	Bengesti - Ciocadia	Gorj	Bircii din Bengesti - Ciocadia (Gorj)	959
ROMANIA	Blahnita de Jos	Tirgu Carbunesti	Gorj	Blahnita de Jos din Tirgu Carbunesti (Gorj)	994
ROMANIA	Blahnita de Sus	Sacelu	Gorj	Blahnita de Sus din Sacelu (Gorj)	995
ROMANIA	Boboiesti	Ciuperceni	Gorj	Boboiesti din Ciuperceni (Gorj)	1044
ROMANIA	Bobu	Scoarta	Gorj	Bobu din Scoarta (Gorj)	1050
ROMANIA	Boca	Samarinesti	Gorj	Boca din Samarinesti (Gorj)	1052
ROMANIA	Bohorel	Negomir	Gorj	Bohorel din Negomir (Gorj)	1132
ROMANIA	Boia	Jupanesti	Gorj	Boia din Jupanesti (Gorj)	1134
ROMANIA	Bojinu	Cruset	Gorj	Bojinu din Cruset (Gorj)	1151
